3010005,43.422377,-80.441848,10001
3010005,43.422221,-80.442806,10002
3010005,43.421996,-80.443412,10003
3010005,43.421863,-80.443720,10004
3010005,43.421589,-80.444428,10005
3010005,43.421477,-80.444740,10006
3010005,43.421434,-80.444921,10007
3010005,43.421289,-80.445657,10008
3010005,43.421066,-80.446818,10009
3010005,43.420920,-80.447561,10010
3010005,43.420761,-80.448510,10011
3010005,43.420645,-80.449119,10012
3010005,43.420580,-80.449502,10013
3010005,43.420382,-80.450599,10014
3010005,43.420205,-80.451805,10015
3010005,43.419954,-80.453275,10016
3010005,43.419938,-80.453686,10017
3010005,43.419810,-80.455675,10018
3010005,43.419810,-80.456168,10019
3010005,43.419901,-80.456623,10020
3010005,43.420132,-80.457084,10021
3010005,43.420315,-80.457301,10022
3010005,43.420515,-80.457616,10023
3010005,43.420696,-80.457902,10024
3010005,43.420886,-80.458203,10025
3010005,43.421025,-80.458602,10026
3010005,43.421239,-80.459389,10027
3010005,43.421360,-80.459908,10028
3010005,43.421428,-80.460366,10029
3010005,43.421670,-80.461313,10030
3010005,43.422007,-80.461884,10031
3010005,43.422674,-80.462795,10032
3010005,43.422812,-80.462962,10033
3010005,43.422812,-80.462962,20001
3010005,43.422815,-80.462964,20002
3010005,43.423268,-80.463410,20003
3010005,43.423951,-80.464231,20004
3010005,43.424498,-80.464864,20005
3010005,43.425142,-80.465582,20006
3010005,43.425449,-80.465819,20007
3010005,43.425906,-80.466050,20008
3010005,43.426215,-80.466161,20009
3010005,43.426352,-80.466296,20010
3010005,43.426371,-80.466614,20011
3010005,43.426344,-80.466842,20012
3010005,43.426251,-80.467129,20013
3010005,43.426020,-80.467786,20014
3010005,43.425928,-80.468064,20015
3010005,43.425945,-80.468330,20016
3010005,43.426004,-80.468515,20017
3010005,43.426207,-80.468743,20018
3010005,43.426797,-80.469484,20019
3010005,43.427634,-80.470488,20020
3010005,43.428310,-80.471295,20021
3010005,43.429511,-80.472700,20022
3010005,43.429515,-80.472700,20023
3010005,43.430476,-80.473951,20024
3010005,43.433694,-80.477873,20025
3010005,43.433694,-80.477873,30001
3010005,43.433696,-80.477877,30002
3010005,43.434002,-80.478257,30003
3010005,43.434169,-80.478417,30004
3010005,43.434311,-80.478494,30005
3010005,43.434537,-80.478516,30006
3010005,43.435584,-80.478195,30007
3010005,43.435713,-80.478155,30008
3010005,43.435770,-80.478137,30009
3010005,43.435831,-80.478096,30010
3010005,43.435874,-80.478048,30011
3010005,43.438754,-80.474814,30012
3010005,43.439568,-80.473898,30013
3010005,43.440131,-80.473313,30014
3010005,43.440677,-80.472761,30015
3010005,43.441117,-80.472332,30016
3010005,43.441170,-80.472297,30017
3010005,43.441231,-80.472292,30018
3010005,43.441292,-80.472356,30019
3010005,43.442188,-80.474408,30020
3010005,43.442463,-80.475343,30021
3010005,43.442463,-80.475343,40001
3010005,43.442463,-80.475343,40002
3010005,43.442547,-80.475727,40003
3010005,43.442662,-80.476407,40004
3010005,43.442747,-80.476743,40005
3010005,43.442872,-80.477049,40006
3010005,43.443012,-80.477258,40007
3010005,43.443486,-80.477768,40008
3010005,43.443766,-80.478234,40009
3010005,43.444666,-80.480117,40010
3010005,43.446321,-80.483617,40011
3010005,43.446321,-80.483617,50001
3010005,43.446321,-80.483617,50002
3010005,43.447000,-80.484970,50003
3010005,43.447254,-80.485509,50004
3010005,43.447623,-80.486328,50005
3010005,43.447924,-80.487079,50006
3010005,43.448162,-80.487704,50007
3010005,43.448339,-80.488225,50008
3010005,43.448356,-80.488266,50009
3010005,43.448383,-80.488273,50010
3010005,43.448405,-80.488266,50011
3010005,43.448636,-80.488041,50012
3010005,43.448654,-80.488028,50013
3010005,43.448778,-80.487937,50014
3010005,43.448967,-80.487807,50015
3010005,43.449188,-80.487655,50016
3010005,43.449380,-80.487536,50017
3010005,43.449642,-80.487370,50018
3010005,43.449642,-80.487370,60001
3010005,43.449642,-80.487370,60002
3010005,43.449857,-80.487232,60003
3010005,43.450214,-80.487004,60004
3010005,43.450303,-80.486951,60005
3010005,43.450370,-80.486982,60006
3010005,43.450855,-80.488183,60007
3010005,43.451302,-80.489307,60008
3010005,43.451851,-80.490656,60009
3010005,43.451940,-80.490843,60010
3010005,43.451940,-80.490843,70001
3010005,43.451940,-80.490843,70002
3010005,43.452131,-80.491331,70003
3010005,43.452198,-80.491499,70004
3010005,43.452284,-80.491764,70005
3010005,43.452358,-80.492136,70006
3010005,43.452385,-80.492409,70007
3010005,43.452414,-80.492703,70008
3010005,43.452515,-80.493219,70009
3010005,43.452575,-80.493442,70010
3010005,43.452726,-80.493888,70011
3010005,43.452911,-80.494464,70012
